customer_id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
2654,36,65.0,1953,3,Female,Address_80,27.48994424387072,-119.17341001776748,$45039,$83250,$40309,711,2
1348,30,65.0,1998,12,Male,Address_81,34.21491815286172,-81.77744911172107,$32095,$120899,$23834,740,2
198,42,65.0,1983,1,Female,Address_82,27.804993827808097,-91.19121976831372,$40438,$83430,$32343,774,4
1506,55,65.0,2003,3,Male,Address_83,30.62221729827541,-77.99942931334496,$62915,$127265,$60097,495,2
2299,71,65.0,2004,3,Female,Address_84,28.635986671131565,-110.90786617048684,$77498,$119591,$18434,804,2
1017,54,65.0,1985,7,Female,Address_85,46.20128598335377,-82.33670279304951,$67744,$143137,$20195,740,2
2516,35,65.0,1963,1,Female,Address_86,39.76710575726391,-95.97237375614095,$52512,$50183,$76187,836,4
832,19,65.0,2000,3,Male,Address_87,28.431866110160342,-93.05658905306365,$79775,$94823,$28488,600,2
1573,40,65.0,1990,9,Male,Address_88,44.81885481851955,-80.91895336365305,$78980,$121003,$19608,781,5
104,21,65.0,1981,2,Female,Address_89,27.951140438448626,-97.8139925661768,$83113,$73356,$45262,720,1
2033,48,65.0,1976,11,Female,Address_90,43.07479957562954,-79.41412462984304,$72022,$92306,$88105,503,3
1258,59,65.0,1964,3,Male,Address_91,32.55988114592909,-100.24332556539404,$63186,$124728,$48722,835,3
2121,62,65.0,1968,5,Male,Address_92,28.153774039019865,-82.43783097728686,$73644,$49982,$51397,747,5
2082,28,65.0,1987,11,Male,Address_93,45.83435148379557,-70.97605470119412,$54686,$85414,$78008,756,2
1186,67,65.0,2005,7,Female,Address_94,42.32739626563941,-112.0205854139521,$34901,$101298,$67054,485,1
923,26,65.0,1985,8,Male,Address_95,44.80419434863714,-115.96652524577404,$84628,$119543,$30445,740,1
720,74,65.0,1986,4,Female,Address_96,25.697965390136588,-103.1165878775649,$74018,$85199,$67790,667,2
1284,60,65.0,1964,8,Female,Address_97,39.1644177166205,-114.13760304388994,$48347,$116452,$73293,630,3
2524,57,65.0,1958,2,Female,Address_98,41.4050310032486,-99.94607280266176,$81140,$132093,$76312,483,1
337,39,65.0,1972,5,Male,Address_99,25.4766508450342,-104.28216065550372,$68335,$49194,$29709,742,1
1513,48,65.0,1965,11,Female,Address_100,44.332902953528205,-94.82095360800488,$78411,$43413,$8864,635,1
1740,33,65.0,1955,4,Male,Address_101,33.248409593865986,-93.47842512881864,$80478,$128419,$33977,749,4
197,62,65.0,1967,2,Female,Address_102,35.4536348859633,-114.62760298257606,$68348,$48749,$32675,628,2
995,34,65.0,1954,12,Female,Address_103,45.73842614160583,-72.77057074562381,$34355,$94175,$23358,677,2
100,56,65.0,1959,11,Female,Address_104,28.49402954946272,-83.70220604447536,$79790,$112181,$45486,774,1
2111,56,65.0,1972,4,Female,Address_105,45.19395139951849,-84.67472247228494,$69635,$110417,$60415,726,1
1358,22,65.0,1950,4,Female,Address_106,27.804012651984024,-98.31319413317868,$87210,$81488,$58374,739,4
1021,21,65.0,1993,3,Male,Address_107,31.73137896400461,-108.4831669230599,$59032,$41626,$32410,629,2
2958,71,65.0,2005,5,Female,Address_108,27.10682534252292,-103.49334482182972,$75745,$73729,$67082,526,4
2332,30,65.0,1972,3,Female,Address_109,44.13975173361016,-73.41212195065316,$51941,$145302,$73515,633,1
1743,57,65.0,2003,11,Female,Address_110,28.034729437834653,-74.78419410564,$31274,$43272,$76091,775,2
876,18,65.0,1963,8,Female,Address_111,31.15299424806894,-96.70373460171726,$72695,$112992,$81348,592,1
1623,62,65.0,1957,3,Male,Address_112,36.51913683142409,-105.8652333861545,$62829,$48630,$7027,702,4
2586,54,65.0,1985,2,Male,Address_113,26.530359703421983,-98.80138235336636,$43048,$133695,$96084,713,2
419,70,65.0,1987,4,Male,Address_114,38.93512983863464,-72.89152603323359,$73936,$50907,$93029,544,2
1314,69,65.0,1970,8,Male,Address_115,29.738175431391355,-86.78219023389022,$64718,$46011,$39907,721,1
1794,42,65.0,1986,4,Female,Address_116,35.54781881778926,-86.83271791870162,$40811,$57757,$40731,632,3
991,73,65.0,2006,5,Female,Address_117,39.61632905105392,-78.68267785705595,$81011,$129208,$21264,495,4
2475,46,65.0,1989,4,Male,Address_118,46.62063611347136,-94.29434440174224,$51796,$141686,$20367,625,1
684,26,65.0,1983,4,Female,Address_119,41.71564749203627,-100.53893547484545,$59391,$101089,$48257,723,2
751,46,65.0,1994,4,Female,Address_120,49.24817984316318,-79.98186559404792,$39789,$100567,$46393,620,4
1452,40,65.0,1974,4,Male,Address_121,26.079375943014227,-101.18245490813078,$73001,$103328,$22827,579,3
43,57,65.0,1950,11,Male,Address_122,37.588826828301976,-106.85041354908076,$84473,$96019,$19180,724,5
2036,74,65.0,1978,3,Female,Address_123,30.6418631755358,-92.7048271236014,$48911,$84909,$64039,733,1
1646,56,65.0,2006,8,Female,Address_124,43.82839353467068,-95.4492258419696,$50724,$97068,$75022,702,3
147,41,65.0,1969,5,Male,Address_125,48.886419784230725,-81.23447323819873,$50972,$45057,$25247,731,2
817,58,65.0,1965,9,Female,Address_126,34.45410130619323,-105.36319256263197,$52909,$140832,$48521,638,2
2429,64,65.0,1975,12,Female,Address_127,38.62337239246151,-92.84157395238854,$77971,$49612,$64191,628,4
1775,56,65.0,1983,4,Male,Address_128,33.69048035687442,-95.08614253537796,$33856,$108958,$31393,688,2
1727,19,65.0,1980,12,Female,Address_129,39.29325108045573,-114.35473985822648,$48111,$105202,$83815,596,2
1489,41,65.0,1976,12,Male,Address_130,45.79606390173893,-79.37837490602455,$79546,$110050,$35513,476,1
844,40,65.0,1970,2,Male,Address_131,46.48027299576024,-102.17989635592468,$30114,$110585,$49290,827,4
1077,72,65.0,2004,5,Male,Address_132,47.90316178111135,-116.45774549090947,$63626,$40254,$94773,581,4
213,71,65.0,1959,3,Female,Address_133,41.24261274238472,-90.11872682288882,$85163,$99355,$52242,822,4
1973,42,65.0,1975,6,Female,Address_134,38.64788911039912,-81.59860908632999,$52463,$119601,$23838,805,2
2705,45,65.0,1968,5,Female,Address_135,29.11934522296235,-101.5956403421456,$83859,$132433,$14462,615,1
2805,23,65.0,1993,3,Female,Address_136,27.03926511907454,-93.25255142231588,$87951,$68385,$24482,757,4
2296,43,65.0,1993,3,Male,Address_137,42.573195166674,-114.72965543343064,$78502,$74344,$20996,680,2
1514,45,65.0,1988,3,Male,Address_138,25.12897409936007,-72.70284247360763,$78045,$95145,$57612,706,2
2898,62,65.0,2005,5,Male,Address_139,27.862714126952323,-95.71775943510517,$50739,$116909,$73126,800,2
1560,40,65.0,1991,2,Male,Address_140,29.243773826124112,-106.9978346633899,$72036,$55351,$51026,711,2
765,44,65.0,1994,9,Female,Address_141,29.749225773581244,-105.64272822124722,$67338,$108770,$28647,528,3
2232,50,65.0,1969,1,Male,Address_142,46.54898343630738,-84.69153948318004,$55418,$80050,$70337,685,2
67,28,65.0,1984,10,Female,Address_143,44.66138602447263,-78.6682880812262,$83455,$134453,$35933,745,3
2081,33,65.0,1994,11,Male,Address_144,44.17072093873644,-113.13431750937325,$79844,$45367,$89279,585,3
1191,70,65.0,1994,5,Female,Address_145,32.36521102755349,-99.48168772202224,$77495,$111696,$31514,482,2
2388,48,65.0,1961,12,Female,Address_146,48.45896060524903,-72.4239683803025,$70988,$96104,$56134,692,3
2746,73,65.0,2003,7,Female,Address_147,34.50357155550267,-86.47782855662861,$63279,$117798,$27425,613,5
1548,18,65.0,1979,10,Female,Address_148,38.86998916764367,-83.92603028263747,$45964,$53137,$28039,792,3
1269,41,65.0,1983,5,Male,Address_149,31.355120596290405,-86.46948654603727,$40340,$83902,$62826,673,3
1510,21,65.0,1950,2,Female,Address_150,35.40970149223194,-90.2339087755198,$30393,$43033,$90410,555,5
596,47,65.0,1980,9,Female,Address_151,28.52165963114449,-101.6902871543606,$31802,$101944,$33145,784,5
849,47,65.0,1991,6,Female,Address_152,26.07589274825277,-91.60057137361107,$81887,$133048,$35547,702,2
2091,49,65.0,1960,7,Male,Address_153,31.715930301844985,-94.38622426431792,$37694,$107337,$50009,808,1
2667,60,65.0,2002,8,Male,Address_154,39.38791515257361,-108.15269686864032,$64271,$100733,$68134,591,1
2505,61,65.0,1997,8,Female,Address_155,33.27241632322846,-103.56829364157193,$78207,$131630,$65538,673,2
1875,55,65.0,1998,6,Female,Address_156,27.29564014677117,-107.69037095967838,$86204,$75978,$81811,684,2
602,30,65.0,1995,4,Female,Address_157,33.071620705240605,-86.39457389155368,$82270,$71657,$55931,597,4
2164,69,65.0,1978,12,Female,Address_158,27.01855576718068,-109.2737873897601,$35910,$46892,$33658,596,1
2949,50,65.0,2004,7,Female,Address_159,32.74927021008227,-71.30299828731418,$68696,$114411,$45065,672,3
106,27,65.0,1953,10,Female,Address_160,34.720613150211506,-86.54408145818873,$76010,$70474,$51255,537,4
685,32,65.0,1972,9,Male,Address_161,37.11970668426644,-96.6635735269676,$72011,$116474,$42053,743,3
1413,59,65.0,1983,8,Male,Address_162,47.31584313527031,-106.63570727073083,$39764,$84657,$84040,723,4
2583,23,65.0,2001,4,Female,Address_163,44.1247620342531,-113.45263176953696,$44058,$119244,$63840,664,1
2851,73,65.0,1991,11,Female,Address_164,44.425227914516526,-109.94549577422988,$33973,$98313,$37634,645,3
2289,49,65.0,1969,5,Male,Address_165,47.43867895954324,-112.72107178487477,$59411,$123662,$77467,775,4
96,40,65.0,1984,4,Male,Address_166,36.27191975828504,-89.63653714374568,$68031,$124890,$44732,741,5
125,21,65.0,1957,1,Male,Address_167,47.23265944349875,-116.764870833835,$87901,$147005,$26697,545,3
234,24,65.0,1963,2,Male,Address_168,36.6180176048943,-94.24300319161593,$48096,$72239,$41502,594,1
689,37,65.0,1996,3,Female,Address_169,45.29250322332874,-93.68263576315306,$72200,$41736,$34912,608,5
582,73,65.0,1956,1,Female,Address_170,29.590516159766487,-113.58302303718844,$32560,$136694,$77656,702,4
2040,45,65.0,1954,4,Female,Address_171,41.877967459278544,-106.0996328234944,$50840,$70153,$41132,621,3
1230,50,65.0,2006,4,Male,Address_172,38.979572949558886,-104.3913583696082,$51306,$135806,$20543,603,2
2281,21,65.0,1985,11,Male,Address_173,33.58604295853883,-109.3215206715094,$35940,$82291,$26715,817,5
120,64,65.0,1970,3,Female,Address_174,35.07690578794703,-71.07905618436206,$32816,$57083,$75743,673,1
2679,22,65.0,1988,2,Male,Address_175,35.20768499800076,-92.03631500052926,$43347,$77019,$35924,604,3
22,57,65.0,2001,7,Male,Address_176,43.54512243642081,-113.45421229581989,$67573,$103896,$39891,711,2
2809,62,65.0,1974,5,Female,Address_177,27.63966878600281,-104.8726815958754,$48705,$50211,$54976,552,1
1236,38,65.0,1999,3,Male,Address_178,25.69721003919503,-96.21730809760484,$60297,$59176,$33120,644,2
2952,69,65.0,1984,2,Male,Address_179,30.775969156209,-94.58967898754732,$66485,$87972,$44834,754,4
2523,46,65.0,1972,2,Male,Address_180,30.92216662864877,-91.6752080336294,$68903,$85537,$82117,643,3
2745,39,65.0,1973,1,Female,Address_181,45.43198511180273,-90.4001851469758,$69697,$78506,$82502,561,3
1520,36,65.0,1982,8,Male,Address_182,41.146150203237866,-73.54547814553837,$82110,$41736,$37690,774,5
839,72,65.0,1992,8,Male,Address_183,45.1727992513236,-85.4951966879899,$62242,$132987,$78408,675,4
2236,65,65.0,2003,6,Female,Address_184,37.13452257223146,-81.49433570739686,$38009,$128432,$28089,699,2
418,33,65.0,1972,11,Male,Address_185,37.33682643236192,-118.88494159838022,$52638,$85943,$60990,646,5
553,36,65.0,1964,10,Male,Address_186,44.32711686015202,-99.02741174080664,$82718,$88296,$70530,583,1
2588,35,65.0,1979,12,Male,Address_187,29.76061027400218,-75.41845906958947,$85430,$149213,$54324,568,2
36,26,65.0,1957,11,Male,Address_188,25.068391653442667,-73.13192761632175,$60565,$132548,$74893,786,2
1997,36,65.0,1956,3,Male,Address_189,29.075360659058006,-102.38081353481324,$79464,$71037,$41648,601,5
1434,19,65.0,1997,5,Male,Address_190,36.93239503773491,-116.80550280914169,$59398,$134746,$64822,835,3
531,50,65.0,2004,3,Female,Address_191,43.630138458074654,-70.63952345741194,$51301,$126147,$32487,635,1
1798,47,65.0,1988,5,Female,Address_192,34.50661599622473,-110.11863697932245,$76811,$146422,$77444,645,2
688,20,65.0,1950,4,Female,Address_193,34.249601767017275,-113.40781859104116,$36791,$59062,$43447,696,5
1133,36,65.0,1978,7,Male,Address_194,42.883386278254704,-90.60211327280513,$68568,$100064,$84599,686,1
2172,64,65.0,2003,5,Male,Address_195,25.90519681894815,-83.90566419459734,$43742,$54774,$64034,705,4
1329,41,65.0,1997,12,Male,Address_196,31.128381366430933,-108.96090664142388,$69867,$51361,$76575,630,5
2132,27,65.0,1960,9,Female,Address_197,47.5060424190216,-71.46103095448134,$79979,$99809,$20581,731,1
705,30,65.0,1978,10,Female,Address_198,28.47777250189122,-96.69029698931362,$53441,$134563,$27707,615,3
918,25,65.0,2002,1,Female,Address_199,25.33130146318316,-94.91308147321054,$55932,$56155,$27917,535,5
2416,31,65.0,2004,2,Female,Address_200,38.70195841589116,-78.13284026970473,$74922,$86268,$54762,734,2
2442,61,65.0,2003,3,Male,Address_201,39.45489209835854,-109.22131221218066,$64308,$43669,$56049,560,2
2068,67,65.0,1999,10,Female,Address_202,33.908812239863195,-82.66024332008776,$40731,$56408,$27573,761,3
1020,41,65.0,1980,7,Male,Address_203,47.79774639539491,-111.37559877646255,$36702,$42209,$40875,700,3
2024,28,65.0,2005,2,Male,Address_204,45.60984843411761,-95.05400263404954,$66050,$112630,$53429,785,3
1787,31,65.0,2003,11,Male,Address_205,47.67701678781803,-97.23895152850176,$62406,$113697,$68207,617,5
2161,44,65.0,2005,9,Male,Address_206,43.05715159930521,-98.79164325273068,$75704,$106750,$46989,467,5
1341,68,65.0,1992,5,Male,Address_207,41.496209629876205,-85.07413068390139,$70745,$111188,$85822,509,4
2405,62,65.0,2001,5,Male,Address_208,28.813134265115693,-107.31122606960012,$44774,$114449,$6179,703,2
836,73,65.0,1991,8,Female,Address_209,39.26655486796341,-93.76325133670198,$49628,$91881,$19287,789,1
772,41,65.0,1950,1,Female,Address_210,25.77985155389256,-81.4906910913212,$60485,$92081,$21084,760,4
1619,54,65.0,1963,11,Male,Address_211,44.95265228762128,-84.43051484144432,$82661,$64064,$7804,696,5
2461,44,65.0,1964,2,Male,Address_212,27.84551308616754,-78.21251740701106,$52688,$118987,$58862,508,1
2874,56,65.0,1999,8,Male,Address_213,36.54937258612108,-110.92849195356294,$40622,$99496,$20043,827,1
2106,68,65.0,1951,11,Female,Address_214,40.63892685858947,-119.5875940354135,$75269,$133439,$42937,706,4
1385,39,65.0,1977,9,Male,Address_215,25.13928188839129,-116.67425305167772,$71837,$79369,$26002,497,4
717,32,65.0,2001,6,Female,Address_216,43.32960812677335,-73.48530258415315,$60293,$121072,$85172,738,1
423,60,65.0,1987,11,Male,Address_217,27.542487366948656,-119.36132642855016,$84529,$112354,$73980,653,5
1081,51,65.0,1983,9,Female,Address_218,30.19005555345864,-111.16074823313404,$64483,$77076,$74675,698,3
64,39,65.0,1968,3,Female,Address_219,40.839618593124655,-86.26984521582317,$49745,$114091,$88194,711,5
2334,64,65.0,1975,10,Male,Address_220,31.53575770377645,-72.7049957331438,$47097,$46233,$47487,544,5
2390,20,65.0,1972,6,Female,Address_221,40.41041147376635,-89.40442342225273,$72640,$98966,$8037,707,5
2557,63,65.0,1950,1,Female,Address_222,35.915755695124275,-77.98594694101237,$51799,$89312,$68754,710,4
1458,46,65.0,1965,7,Female,Address_223,35.29049687554303,-104.15074414158887,$69501,$93656,$73942,688,2
81,49,65.0,2002,10,Female,Address_224,26.587948963658725,-117.64765893883636,$87220,$44505,$73891,668,3
2742,44,65.0,1956,5,Male,Address_225,25.217084353840622,-105.05834973144188,$79356,$144663,$68090,571,1
2696,47,65.0,2003,1,Male,Address_226,27.34058839417597,-103.44959529059958,$68663,$81217,$52603,716,1
416,67,65.0,1977,6,Female,Address_227,38.9574676638024,-114.93545409334116,$52412,$124211,$19562,679,2
2182,35,65.0,1999,2,Male,Address_228,38.20807673219273,-93.71989662808254,$30791,$74985,$49770,548,1
2760,69,65.0,1953,3,Male,Address_229,47.27476394089429,-117.22876563764,$56090,$105045,$22788,584,1
2934,68,65.0,1974,8,Female,Address_230,29.61096140602332,-117.17397416746168,$52135,$55371,$12654,845,2
559,25,65.0,1966,2,Female,Address_231,32.21392876545804,-106.45928510657214,$65354,$75846,$77254,733,1
2163,69,65.0,1992,2,Female,Address_232,49.038736695468245,-94.72459188578404,$48528,$66023,$87276,484,3
2374,35,65.0,2002,7,Male,Address_233,43.76594039840196,-111.2496923197048,$49592,$54419,$89949,557,5
2244,57,65.0,1958,4,Male,Address_234,36.060250804894096,-85.54682584555121,$42827,$98754,$15312,677,1
1019,23,65.0,1963,12,Male,Address_235,39.88690234664757,-70.43328113174252,$64412,$136478,$5368,844,4
2297,72,65.0,1986,7,Male,Address_236,25.15416429690784,-90.52249143634302,$40714,$83156,$59713,682,2
226,37,65.0,1952,5,Female,Address_237,40.2265078993691,-95.90877683015184,$73849,$140320,$48334,749,2
2331,22,65.0,1954,5,Female,Address_238,35.39647859372056,-72.45240189078595,$85265,$92341,$42887,612,3
2498,23,65.0,2006,4,Male,Address_239,29.971761595711182,-108.17176879993995,$78482,$112712,$7325,765,3
1678,38,65.0,1993,12,Female,Address_240,33.917640597749056,-92.1267697153649,$35383,$83063,$39847,793,3
2793,59,65.0,1989,1,Female,Address_241,30.573297340038888,-71.78317619805262,$50581,$126637,$78550,751,3
487,30,65.0,1981,3,Male,Address_242,39.0740645850381,-101.04207333239228,$47937,$73887,$52224,647,1
1174,65,65.0,1994,2,Male,Address_243,34.492459772629616,-99.76770306137898,$41403,$126594,$41865,705,3
2258,74,65.0,1950,4,Male,Address_244,26.409314539240587,-95.15129293901072,$74244,$49183,$23330,829,2
316,48,65.0,1951,6,Female,Address_245,30.48592833875737,-119.00081896424324,$47706,$147271,$77282,770,4
1587,21,65.0,2001,10,Male,Address_246,35.09566654454882,-106.45175968874852,$66803,$110005,$99011,636,5
400,30,65.0,2005,12,Female,Address_247,37.17890323481439,-84.69311843708527,$51230,$67397,$43923,657,2
1516,72,65.0,1990,5,Male,Address_248,47.28702717989117,-99.78332837707411,$86528,$142319,$21180,614,3
1152,24,65.0,1975,7,Male,Address_249,30.363792909229176,-117.97505004883052,$41526,$115081,$26299,739,3
769,32,65.0,1992,3,Female,Address_250,42.74920242546747,-107.79617648582231,$70649,$124079,$25298,795,3
1036,25,65.0,1990,6,Female,Address_251,43.22705095720082,-83.11552815717033,$53509,$113695,$24603,561,5
24,65,65.0,1986,7,Male,Address_252,37.3312953391652,-117.57853611739156,$63420,$108299,$74707,606,5
